Filename,Tokens,AWL,TTR,AMP,ANDC,[BEMA],[BYPA],CAUS,CONC,COND,CONJ,[CONT],DEMO,DEMP,DPAR,DWNT,EMPH,EX,FPP1,GER,HDG,INPR,JJ,NEMD,NN,NOMZ,OSUB,[PASS],[PASTP],[PEAS],PHC,PIN,[PIRE],PIT,PLACE,POMD,PRED,[PRESP],[PRIV],PRMD,[PROD],[PUBV],RB,[SERE],[SMP],[SPAU],[SPIN],SPP2,[STPR],[SUAV],SYNE,THAC,[THATD],THVC,TIME,TO,TOBJ,TPP3,TSUB,VBD,VPRT,[WHCL],[WHOBJ],[WHQU],[WHSUB],[WZPAST],[WZPRES],XX0,
S784,20841,3.88,163,0.14,0.40,3.53,0.02,0.80,0.12,0.48,0.12,5.87,1.21,1.74,0.11,0.18,1.74,0.55,4.62,0.08,0.17,0.02,5.38,0.21,16.30,0.85,0.08,0.65,0.03,0.27,0.22,5.10,0.00,3.11,0.11,0.85,1.28,0.00,2.28,0.65,0.36,1.03,4.56,0.02,0.02,0.32,0.01,2.51,0.26,0.12,0.40,0.07,0.83,0.33,0.31,1.02,0.19,3.19,0.16,2.44,11.25,0.15,0.04,0.15,0.15,0.00,0.11,2.38,
S78E,2927,3.75,161,0.07,0.31,3.25,0,0.68,0.20,0.27,0.03,6.70,1.13,0.85,0.31,0.10,2.02,0.75,4.07,0.79,0.14,0.07,4.34,0.10,14.90,0.65,0.10,0.51,0,0.17,0.17,6.32,0.07,3.55,0.38,1.16,0.82,0.10,2.39,0.85,0.38,0.51,5.98,0.14,0.10,0.41,0.07,2.73,0.20,0.24,0.10,0.03,1.13,0.14,0.58,1.54,0,3.55,0.03,2.66,10.69,0.20,0.03,0.17,0,0,0.17,3.25,
S78H,5159,3.73,165,0.31,1.43,3.39,0,0.21,0.16,0.31,0.06,4.83,1.09,1.10,0.45,0.17,1.51,0.68,4.83,0.43,0.21,0.10,4.19,0.16,18.05,0.41,0.19,0.27,0,0.21,0.35,6.53,0,2.99,0.41,0.72,1.18,0.14,2.79,1.18,0.47,0.41,5.33,0,0.02,0.21,0,3.08,0.43,0.08,0.08,0.02,0.70,0.23,0.17,1.47,0.10,2.36,0.08,4.81,8.14,0.10,0,0.08,0.10,0.02,0.21,1.71,
S78P,25920,3.72,164,0.17,0.62,3.41,0.02,0.12,0.19,0.41,0.05,5.54,1.01,1.02,0.27,0.14,1.82,0.50,4.52,0.18,0.29,0.04,4.68,0.13,17.85,0.41,0.03,0.47,0.03,0.44,0.35,5.79,0.01,3.10,0.22,0.74,0.96,0.06,2.21,0.84,0.44,0.43,5.57,0.05,0.04,0.25,0.01,3.11,0.44,0.12,0.15,0.03,0.72,0.14,0.34,1.09,0.05,3.77,0.07,3.63,9.59,0.17,0.02,0.28,0.07,0.02,0.15,2.06,
S79Y,3374,3.57,146,0.24,0.92,3.17,0.03,0.36,0.03,0.30,0.03,6.40,0.80,1.04,0.27,0.12,1.42,0.39,5.57,0.18,0.50,0.12,3.59,0.03,13.22,0.47,0.18,0.89,0.03,0.59,0.27,5.42,0,3.73,0.12,0.44,0.74,0.03,3.50,1.16,0.68,1.36,4.83,0,0,0.36,0.03,3.50,0.33,0.21,0.21,0,1.24,0.06,0.36,1.19,0.03,5.42,0,5.51,10.05,0.21,0,0.41,0.03,0.09,0,2.96,
S7A6,8784,3.70,140,0.67,0.58,4.12,0.01,0.28,0.08,0.28,0.01,5.36,1.05,0.71,0.49,0.09,1.84,0.24,5.60,0.41,0.18,0.06,3.81,0.18,13.58,0.40,0.06,0.63,0.03,0.52,0.38,6.00,0,2.89,0.31,0.42,1.21,0.02,3.57,0.85,0.48,0.69,5.24,0.02,0.10,0.35,0.01,2.54,0.20,0.28,0.11,0.03,1.46,0.23,0.36,1.50,0.14,6.75,0.08,7.18,8.13,0.33,0.05,0.19,0.13,0.01,0.18,2.54,
S7AR,2628,3.85,166,0.49,1.48,4.45,0.04,0.04,0,0.08,0.04,6.28,0.61,0.95,0.34,0.27,1.71,0.23,3.23,0.46,0.11,0.04,4.98,0.11,15.49,0.38,0.19,0.65,0,0.19,0.49,5.78,0,2.85,0.23,0.61,1.48,0,1.56,1.10,0.61,0.76,6.16,0.08,0,0.46,0.04,0.88,0.19,0.08,0.11,0.04,0.84,0.15,0.27,1.29,0,7.23,0.04,4.45,8.45,0.04,0,0.11,0.15,0,0.23,1.94,
S7BR,2985,3.77,143,0.17,0.47,3.72,0,0.17,0.17,0.34,0,4.49,0.74,1.17,0.40,0,1.74,0.23,3.65,0.07,0.30,0.10,5.23,0.10,19.40,0.13,0,0.23,0.03,0.23,0.30,4.52,0,2.78,0.07,0.84,0.94,0.03,3.38,0.84,0.50,0.87,4.99,0.17,0,0.27,0.03,3.89,0.30,0.03,0.07,0.07,1.04,0.40,0.13,1.47,0.03,4.86,0.10,4.49,8.38,0.07,0.07,0.23,0.07,0,0.07,1.88,
S7DR,8621,3.60,155,0.34,0.65,3.64,0,0.09,0.15,0.21,0.05,6.28,0.67,1.29,0.60,0.21,1.45,0.21,6.92,0.12,0.16,0.01,3.84,0.14,15.10,0.37,0.09,0.32,0,0.45,0.39,4.91,0.01,2.95,0.12,0.68,0.95,0.05,2.91,1.04,0.38,1.19,5.72,0.03,0.01,0.20,0.02,2.10,0.31,0.10,0.08,0.01,1.46,0.14,0.48,1.00,0.09,4.94,0.07,6.07,9.20,0.13,0.02,0.28,0.06,0.03,0.07,2.31,
S7DT,4921,3.66,145,0.10,0.45,4.04,0.02,0.06,0.65,0.69,0.04,6.06,0.65,1.28,0.20,0.14,2.21,0.20,5.79,0.20,0.08,0.02,4.10,0.16,17.09,0.12,0.04,0.30,0,0.08,0.47,6.16,0,4.21,0.08,0.96,1.32,0.06,1.83,0.35,0.41,0.41,5.59,0,0,0.26,0,4.71,0.22,0.06,0.08,0.06,0.49,0.14,0.41,1.10,0.04,1.97,0.10,3.47,11.36,0.22,0.02,0.18,0.02,0,0.06,2.50,
S7FK,14956,3.62,164,0.20,0.58,2.89,0,0.27,0.04,0.36,0.05,5.69,0.92,1.04,0.34,0.14,1.20,0.20,5.47,0.36,0.23,0.05,3.02,0.08,14.56,0.45,0.14,0.70,0.01,0.64,0.39,5.76,0.01,2.33,0.20,0.84,0.70,0.09,3.00,1.29,0.52,1.47,5.74,0.02,0.02,0.42,0.01,2.85,0.31,0.23,0.17,0.04,1.34,0.12,0.51,1.42,0.08,6.14,0.06,5.41,9.10,0.27,0.02,0.12,0.05,0.03,0.09,2.29,
S7FU,5626,3.66,151,0.16,0.52,3.22,0.02,0.21,0.07,0.32,0.05,6.29,1.07,1.33,0.73,0.12,1.69,0.37,6.08,0.25,0.34,0.04,4.28,0.16,14.65,0.43,0.04,0.39,0.04,0.23,0.28,5.30,0.02,3.04,0.43,1.26,0.91,0.05,2.90,0.94,0.41,1.10,5.03,0.04,0.04,0.28,0.02,3.95,0.23,0.12,0.30,0.04,1.21,0.12,0.43,1.12,0.02,3.00,0,3.98,9.72,0.34,0.02,0.41,0.07,0.02,0.18,2.77,
S7GJ,37486,3.63,173,0.25,0.96,3.80,0.00,0.19,0.19,0.55,0.05,6.14,0.94,1.78,0.24,0.21,1.97,0.32,5.94,0.30,0.10,0.05,4.17,0.19,16.88,0.34,0.16,0.50,0.02,0.27,0.22,5.46,0.01,2.86,0.17,0.78,1.14,0.07,2.54,0.90,0.39,0.58,5.36,0.09,0.02,0.33,0.02,3.29,0.47,0.11,0.15,0.03,0.98,0.17,0.54,1.12,0.10,3.69,0.07,3.80,10.15,0.25,0.02,0.20,0.04,0.01,0.09,2.32,
S7GW,5467,3.88,173,0.27,0.42,2.94,0.04,0.49,0.04,0.55,0.04,3.93,1.50,0.88,0.05,0.07,1.76,0.29,5.41,0.16,0.29,0.02,6.09,0.04,16.26,1.02,0.16,0.59,0.04,0.44,0.44,6.49,0.04,2.73,0.27,0.59,1.12,0.02,3.27,0.48,0.38,0.55,4.92,0,0.09,0.29,0,2.85,0.13,0.38,0.05,0.02,1.04,0.20,0.35,1.39,0.15,2.84,0.05,2.94,10.41,0.15,0.07,0.04,0.27,0.05,0.18,1.76,
S7HR,6568,3.78,189,0.17,0.76,3.01,0.03,0.29,0.12,0.30,0.05,5.50,1.74,0.87,0.18,0.18,2.21,0.53,5.42,0.27,0.37,0.06,5.12,0.05,17.60,0.64,0.08,0.46,0,0.30,0.61,6.84,0.05,2.42,0.38,0.79,1.22,0.08,2.59,0.72,0.27,0.37,5.27,0.08,0.02,0.32,0.03,2.07,0.18,0.05,0.23,0,0.87,0.08,0.52,1.32,0.12,3.14,0.18,2.60,9.73,0.24,0.08,0.08,0.23,0.06,0.14,1.92,
S7JF,6311,3.64,173,0.29,0.67,3.85,0,0.17,0.06,0.48,0,6.54,1.19,1.33,0.32,0.25,1.25,0.49,5.88,0.16,0.14,0.05,4.77,0.06,14.63,0.17,0.22,0.65,0,0.51,0.35,6.96,0.02,2.84,0.54,0.81,1.08,0.10,2.17,0.98,0.41,0.51,6.20,0.03,0.02,0.29,0.02,3.41,0.35,0.11,0.14,0.02,0.65,0.11,0.49,1.47,0.05,2.14,0.02,3.23,10.03,0.24,0,0.17,0.06,0.03,0.06,2.00,
S7JG,23203,3.67,169,0.19,0.68,3.53,0.01,0.13,0.13,0.43,0.04,6.06,1.05,1.75,0.24,0.16,1.98,0.36,5.83,0.24,0.25,0.06,4.16,0.18,17.50,0.34,0.13,0.51,0.03,0.19,0.27,5.51,0.01,3.48,0.14,0.81,1.17,0.06,2.99,0.91,0.47,0.53,4.94,0.06,0.04,0.32,0.02,2.84,0.41,0.15,0.13,0.05,1.30,0.12,0.50,1.27,0.05,3.44,0.08,3.28,10.71,0.25,0.01,0.14,0.05,0.02,0.08,2.14,
S7JH,24354,3.72,169,0.16,0.58,3.40,0.04,0.27,0.07,0.61,0.17,6.04,0.95,0.96,0.25,0.14,1.52,0.37,5.68,0.29,0.25,0.08,4.59,0.12,15.12,0.46,0.12,0.47,0.01,0.27,0.39,5.38,0.02,2.99,0.24,0.86,1.05,0.02,2.80,1.26,0.55,0.70,5.21,0.03,0.03,0.33,0,3.36,0.30,0.14,0.16,0.02,0.87,0.22,0.34,1.47,0.09,3.51,0.12,3.45,10.24,0.28,0.01,0.18,0.07,0.01,0.15,2.32,
S7JS,9044,3.67,166,0.41,0.54,3.73,0,0.14,0.14,0.34,0.07,6.38,0.93,1.11,0.24,0.18,1.86,0.45,5.98,0.25,0.28,0.01,5.06,0.20,14.36,0.28,0.09,0.45,0,0.19,0.34,5.15,0,4.31,0.36,0.80,1.43,0.01,2.38,0.97,0.39,0.54,5.06,0.01,0,0.40,0.02,3.10,0.27,0.23,0.22,0.01,0.85,0.08,0.44,1.55,0.03,3.51,0.06,3.14,11.13,0.20,0.01,0.07,0.10,0,0.14,2.05,
S7K2,5584,3.72,167,0.13,0.56,3.19,0.11,0.14,0.05,0.48,0.04,4.80,1.31,0.79,0.47,0.11,1.16,0.25,6.64,0.20,0.16,0,4.12,0.23,14.95,0.82,0.04,0.86,0.02,0.41,0.45,6.72,0,2.85,0.30,0.98,0.86,0.02,3.13,0.82,0.64,0.82,4.82,0.04,0.05,0.21,0.02,2.70,0.14,0.18,0.09,0.02,1.07,0.18,0.63,1.67,0.16,3.26,0.14,3.81,9.29,0.38,0,0.13,0.13,0.02,0.18,1.79,
S7KD,7594,3.62,160,0.13,0.65,3.65,0,0.33,0.20,0.38,0.01,7.06,0.68,1.28,0.40,0.12,1.57,0.43,7.22,0.17,0.09,0.04,3.59,0.13,15.54,0.20,0.08,0.45,0,0.34,0.33,4.91,0.01,3.29,0.12,0.62,1.15,0,2.13,1.19,0.54,0.76,5.39,0.01,0.03,0.18,0.01,3.19,0.33,0.21,0.14,0.01,0.93,0.13,0.66,0.87,0,3.04,0.01,4.19,11.67,0.26,0,0.33,0,0.03,0.11,2.48,
S7KK,17650,3.74,163,0.49,0.88,3.35,0.01,0.23,0.09,0.49,0.02,5.36,0.99,1.04,0.48,0.16,1.28,0.41,5.15,0.34,0.16,0.03,3.78,0.18,15.98,0.33,0.08,0.57,0,0.51,0.45,6.33,0.01,2.74,0.24,0.96,1.02,0.06,2.66,0.71,0.57,0.36,5.66,0.04,0.04,0.36,0.01,2.97,0.34,0.11,0.11,0.04,0.94,0.15,0.36,1.47,0.06,4.47,0.10,5.37,8.91,0.17,0.06,0.22,0.14,0.01,0.10,2.45,
S7LN,4396,3.80,156,0.48,1.00,3.69,0,0.57,0.07,0.16,0.07,4.73,0.73,0.64,0.50,0.23,3.16,0.30,5.28,0.64,0.45,0.05,5.23,0.16,14.10,0.59,0.23,0.50,0,0.27,0.45,5.89,0,3.34,0.11,0.52,1.25,0,3.39,0.52,0.52,0.27,5.55,0.05,0.05,0.41,0.11,2.80,0.16,0.23,0.07,0.02,1.07,0.11,0.71,2.09,0.02,4.00,0.11,3.87,10.56,0.14,0.05,0.05,0.36,0.02,0.09,1.50,
S7MF,7829,3.67,156,0.18,0.41,4.30,0.01,0.19,0.10,0.24,0,6.44,1.06,0.92,0.13,0.22,3.15,0.18,6.32,0.19,0.45,0.03,4.96,0.04,13.74,0.45,0.08,0.46,0,0.19,0.40,4.82,0,3.64,0.19,0.50,1.75,0.04,2.54,0.74,0.32,0.33,5.72,0.01,0.01,0.27,0.01,2.13,0.19,0.08,0.23,0.04,0.87,0.15,0.61,1.57,0.03,3.93,0.03,4.53,10.40,0.20,0.01,0.18,0.05,0.03,0.14,2.21,
S7MU,4040,3.57,126,0.27,0.32,3.84,0,0.05,0.12,0.50,0,7.45,0.89,1.21,0.47,0,2.35,0.45,5.69,0.05,0.50,0.02,3.99,0.20,14.90,0.42,0.07,0.62,0,0.54,0.25,4.85,0.02,5.22,0.20,0.87,1.04,0,3.24,1.39,0.35,0.42,4.08,0,0.02,0.27,0,3.44,0.37,0.02,0.05,0.10,1.34,0.20,0.32,1.01,0.07,2.18,0.07,3.34,10.79,0.22,0.02,0.02,0.07,0,0.10,2.33,
S7NH,18469,3.65,184,0.66,0.85,4.02,0.02,0.57,0.10,0.53,0.04,6.83,0.87,1.58,0.59,0.12,1.89,0.36,5.63,0.16,0.15,0.02,3.78,0.11,13.36,0.40,0.15,0.66,0.01,0.40,0.23,5.20,0.03,4.16,0.17,0.69,1.34,0.03,4.06,1.09,0.54,0.52,4.94,0.04,0.04,0.43,0.02,3.37,0.32,0.16,0.09,0.06,1.76,0.16,0.34,1.64,0.11,3.94,0.09,3.26,12.35,0.25,0.02,0.05,0.13,0.01,0.12,2.20,
S7NJ,3579,3.65,207,0.20,0.47,2.91,0,0.06,0.14,0.47,0.06,6.34,0.92,1.48,0.34,0.22,1.29,1.15,5.36,0.45,0.25,0.11,4.97,0.25,13.83,0.25,0.08,0.39,0.03,0.34,0.34,6.04,0.03,3.44,0.36,1.17,0.81,0.03,1.73,1.40,0.64,0.34,5.67,0.03,0.03,0.28,0,4.08,0.34,0.25,0.31,0.06,0.59,0.14,0.75,1.40,0.03,1.42,0.06,2.54,10.31,0.25,0,0.34,0.06,0.03,0.08,1.76,
S7NV,8927,3.56,153,0.10,0.25,4.00,0.01,0.25,0.20,0.54,0.04,6.74,1.12,1.74,0.15,0.12,3.19,0.15,8.18,0.13,0.25,0.03,4.32,0.04,14.15,0.13,0.06,0.31,0.02,0.16,0.16,4.02,0,3.39,0.13,0.85,1.69,0.03,2.72,1.09,0.31,0.53,4.68,0.04,0.02,0.27,0.03,2.57,0.27,0.22,0.11,0.02,1.19,0.15,0.35,1.11,0.06,3.37,0.10,2.90,11.61,0.21,0,0.31,0.08,0.02,0.08,2.87,
S7P2,2773,3.83,140,0.25,0.50,3.25,0,0.11,0.07,0.14,0.07,5.45,1.12,1.33,0.14,0.25,1.95,0.72,3.89,0.25,0.94,0.07,5.34,0.07,16.62,0.76,0.14,0.32,0,0.18,0.40,6.64,0.07,3.10,0.04,0.76,0.79,0.04,2.49,0.50,0.76,0.83,4.98,0.18,0,0.58,0.04,3.93,0.18,0.04,0.18,0,0.65,0.29,0.18,1.91,0.18,1.37,0.11,2.06,10.10,0.18,0.11,0.22,0.32,0,0.14,1.84,
S7PM,10897,3.64,179,0.38,0.90,3.04,0.01,0.28,0.10,0.73,0.06,6.45,0.83,1.04,0.50,0.15,2.37,0.48,5.27,0.22,0.67,0.07,3.62,0.16,13.41,0.43,0.14,0.61,0,0.21,0.49,4.79,0.02,3.87,0.17,1.28,0.87,0.05,2.91,0.93,0.68,0.57,6.23,0.02,0.07,0.39,0.03,3.12,0.29,0.19,0.19,0.04,0.93,0.28,0.43,1.89,0.12,2.98,0.11,2.84,10.70,0.26,0.05,0.07,0.04,0.01,0.07,2.29,
S7PU,4255,3.64,183,0.40,0.92,3.13,0,0.35,0.12,0.33,0.09,5.19,0.56,0.99,0.49,0.24,0.92,0.66,4.84,0.14,0.16,0.02,3.71,0.28,17.67,0.28,0.05,0.52,0.05,0.40,0.68,5.90,0,3.38,0.14,0.66,1.08,0.02,2.09,1.65,0.28,0.68,6.13,0.07,0.02,0.26,0.05,2.87,0.14,0.19,0.28,0.02,0.87,0.09,0.54,1.76,0.09,3.45,0,4.07,8.11,0.14,0,0.07,0.16,0.02,0.09,1.90,
S7QE,6652,3.70,156,0.23,0.98,3.61,0,0.23,0.14,0.29,0.06,5.52,1.28,1.38,0.48,0.20,1.58,0.56,3.59,0.20,0.21,0.03,4.31,0.12,17.72,0.60,0.11,0.56,0,0.42,0.30,5.61,0,3.76,0.21,0.89,0.96,0.05,2.78,1.04,0.24,0.71,5.91,0.09,0,0.27,0,2.83,0.51,0.11,0.05,0.02,0.92,0.24,0.51,1.41,0.02,2.95,0.03,3.43,9.25,0.27,0.02,0.18,0.08,0,0.17,2.21,
S7QU,5560,3.66,160,0.32,0.34,2.25,0,0.18,0.07,0.43,0.02,5.04,1.19,0.88,0.23,0.14,1.24,0.67,4.98,0.22,0.36,0,4.50,0.11,16.76,0.27,0.13,0.41,0,0.25,0.40,6.40,0,3.62,0.29,0.97,0.76,0.05,3.24,0.86,0.29,0.13,4.68,0.02,0.04,0.25,0.02,3.72,0.22,0.09,0.07,0.02,0.94,0.22,0.09,1.42,0.02,2.30,0.16,3.00,10.65,0.13,0.04,0,0.07,0.02,0.16,1.65,
S7QY,5793,3.70,168,0.22,0.43,3.23,0.02,0.60,0.09,0.52,0.05,6.58,1.31,1.07,0.60,0.17,1.17,0.50,5.25,0.38,0.33,0.10,3.35,0.24,12.20,0.41,0.12,0.54,0.02,0.41,0.28,5.52,0,3.87,0.43,1.23,0.93,0.07,3.61,1.10,0.31,0.38,7.34,0,0.05,0.52,0,3.07,0.12,0.14,0.05,0.17,1.17,0.16,0.35,1.33,0.14,3.49,0.09,2.97,9.98,0.22,0.02,0.07,0.05,0,0.07,2.69,
S7RA,12116,3.63,160,0.06,0.54,3.00,0,0.15,0.06,0.62,0.03,6.36,0.89,1.55,0.52,0.17,1.26,0.45,5.05,0.23,0.11,0.02,3.95,0.12,16.19,0.17,0.16,0.38,0,0.42,0.29,5.26,0.01,3.66,0.31,1.35,0.81,0.04,2.26,1.11,0.63,0.50,5.03,0.01,0.01,0.24,0,3.41,0.31,0.20,0.28,0.03,0.94,0.20,0.39,1.16,0.07,3.71,0.12,3.70,9.74,0.19,0.02,0.08,0.08,0.02,0.20,2.44,
S7RD,2294,3.68,159,0.22,0.61,2.62,0,0.22,0.17,0.74,0,4.66,0.78,1.39,0.65,0.09,1.66,0.26,5.41,0.26,0.26,0,4.84,0.17,18.79,0.13,0.04,0.22,0.09,0.17,1.18,4.66,0,3.44,0.13,1.31,0.74,0,2.31,1.66,1.05,0.70,5.01,0.04,0,0.35,0,3.88,0.17,0.13,0.17,0.04,1.57,0.13,0.48,1.35,0.04,1.09,0.09,2.57,9.76,0.22,0,0.13,0.09,0.04,0.09,1.74,
S7RM,2656,3.55,169,0.08,0.45,3.05,0,0,0.23,0.79,0.08,6.21,1.17,1.54,0.53,0.08,1.77,0.41,6.48,0.11,0.34,0.04,4.10,0.45,16.08,0.19,0.04,0.41,0,0.34,0.34,4.97,0,2.60,0.08,0.83,1.02,0,2.86,2.33,0.53,0.45,4.10,0,0,0.45,0.04,3.01,0.23,0.38,0.15,0.04,1.20,0.26,0.26,0.60,0.15,3.73,0,3.20,9.38,0.19,0,0.26,0,0,0.08,2.48,
S7RW,13981,3.60,171,0.33,0.57,3.49,0.03,0.44,0.09,0.33,0.05,5.40,0.80,1.01,0.26,0.17,2.51,0.31,7.89,0.24,0.83,0.04,4.96,0.21,13.79,0.33,0.11,0.34,0.01,0.36,0.33,5.22,0.01,3.25,0.21,0.64,1.32,0.03,4.19,0.81,0.47,0.29,5.51,0.06,0.04,0.36,0.04,3.60,0.28,0.09,0.19,0.02,1.39,0.12,0.47,1.33,0.04,1.94,0.06,3.29,10.87,0.13,0.04,0.12,0.17,0.01,0.07,1.81,
S7S2,4955,3.67,163,0.06,0.38,2.74,0,0.16,0.12,0.57,0,5.95,1.53,0.89,0.04,0.12,2.02,0.52,7.00,0.24,0.34,0.02,3.55,0.10,13.18,0.12,0.20,0.54,0,0.26,0.38,5.31,0.02,3.33,0.32,0.57,0.93,0.02,2.32,1.59,0.28,0.44,5.11,0,0.04,0.54,0,2.04,0.20,0.20,0.10,0.04,0.54,0.26,0.40,1.41,0.24,4.42,0.06,5.63,7.33,0.12,0.02,0.04,0.06,0,0.12,2.24,
S7S7,8608,3.81,148,0.33,0.33,3.25,0.01,0.16,0.17,0.48,0.01,5.67,1.21,1.03,0.38,0.15,1.56,0.51,4.16,0.13,0.44,0,4.57,0.14,19.13,0.60,0.05,0.56,0.02,0.23,0.26,6.32,0,4.08,0.22,0.66,0.72,0.12,2.87,0.77,0.19,0.62,4.58,0.05,0.01,0.36,0,2.39,0.29,0.07,0.12,0.01,0.88,0.24,0.17,1.05,0.16,2.34,0.07,2.85,10.12,0.12,0.06,0.20,0.16,0.02,0.20,1.92,
S7SU,28226,3.60,149,0.21,0.60,3.35,0.01,0.24,0.09,0.58,0.05,5.87,0.89,1.26,0.16,0.11,2.13,0.23,6.12,0.17,0.29,0.06,3.43,0.15,15.34,0.39,0.18,0.55,0.01,0.30,0.29,5.28,0.01,2.89,0.21,0.65,1.10,0.01,3.30,0.98,0.46,0.81,5.49,0.11,0.04,0.44,0.02,3.10,0.29,0.17,0.11,0.03,1.25,0.24,0.40,1.51,0.14,4.31,0.09,4.28,10.02,0.27,0.03,0.08,0.08,0.01,0.10,2.32,
S7SX,2420,3.77,176,0.21,0.17,2.73,0,0.70,0.17,0.66,0.08,6.20,0.83,1.07,0.17,0.08,1.86,0.50,6.90,0.54,0.08,0.04,4.30,0,13.02,0.25,0.08,0.29,0,0.08,0.21,5.66,0.04,3.55,0.08,0.87,1.07,0.08,2.27,1.69,0.74,0.50,6.12,0.04,0.04,0.74,0.08,2.77,0.41,0.17,0.33,0.04,0.87,0.21,0.41,2.81,0.12,1.45,0.17,3.22,9.21,0.29,0,0.12,0,0.04,0.12,2.36,
S7SZ,20397,3.61,152,0.17,0.91,2.96,0,0.35,0.05,0.45,0.04,5.32,1.00,1.04,0.12,0.14,2.20,0.33,6.10,0.21,0.55,0.08,3.97,0.14,14.39,0.32,0.13,0.51,0,0.34,0.31,5.21,0.00,2.42,0.18,0.75,0.91,0.02,4.03,0.74,0.40,0.89,5.79,0.06,0.04,0.39,0.05,3.45,0.16,0.13,0.19,0.03,1.47,0.23,0.38,1.52,0.11,4.59,0.08,4.35,9.60,0.29,0.03,0.02,0.11,0.02,0.12,2.02,
S7TT,19372,3.61,153,0.08,1.24,2.61,0.01,0.07,0.10,0.26,0.03,5.44,1.13,1.63,0.61,0.19,1.14,0.33,3.66,0.14,0.58,0.04,4.58,0.18,18.10,0.19,0.10,0.49,0.02,0.29,0.37,5.18,0,3.37,0.23,0.64,0.61,0.09,2.89,0.74,0.54,0.50,5.30,0.08,0.03,0.27,0.01,4.03,0.37,0.06,0.18,0.02,1.04,0.10,0.44,1.27,0.07,4.09,0.13,4.45,9.42,0.21,0.02,0.07,0.06,0.07,0.13,1.95,
S7UX,3262,3.50,163,0.09,0.37,3.25,0,0.25,0.06,0.15,0.06,6.81,1.23,1.78,0.40,0.15,0.71,0.83,6.56,0.03,0,0.06,3.25,0.09,16.43,0.25,0.09,0.49,0.06,0.46,0.09,5.15,0,2.36,0.12,0.98,0.80,0.03,1.62,0.95,0.43,0.43,5.79,0.03,0,0.06,0,4.90,0.34,0.25,0.25,0.03,0.55,0.18,0.58,1.50,0.09,1.69,0.06,3.37,10.61,0.15,0,0.37,0,0,0.06,2.54,
S7V3,5389,3.68,163,0.19,0.80,4.32,0,0.19,0.13,0.13,0,6.59,0.41,1.34,0.15,0.28,2.17,0.26,3.60,0.09,0.06,0.07,4.49,0.15,19.52,0.22,0.07,0.39,0,0.28,0.24,5.12,0,2.49,0.07,0.50,1.32,0.07,1.67,0.72,0.30,0.41,4.88,0.02,0.07,0.37,0,1.73,0.46,0.04,0.26,0.02,0.45,0.13,0.26,1.22,0.02,8.03,0.09,3.47,11.28,0.15,0.04,0.28,0.09,0.02,0.04,2.28,
S7VD,7376,3.72,155,0.22,0.76,3.06,0,0.66,0.15,0.35,0.08,3.59,1.32,0.83,0.12,0.09,2.24,0.31,5.78,0.11,0.53,0.03,4.28,0.16,14.55,0.54,0.23,0.33,0.01,0.37,0.22,6.52,0,3.62,0.20,0.50,0.96,0.04,2.87,1.06,1.00,0.39,5.79,0.04,0.01,0.57,0.03,3.38,0.31,0.15,0.08,0.01,0.98,0.14,0.27,1.46,0.26,2.91,0.15,6.22,6.91,0.20,0.01,0.11,0.09,0.01,0.16,1.41,
S7WR,2259,3.64,158,0.80,1.51,3.59,0.04,0.53,0,0.44,0.04,4.83,1.11,1.11,0.40,0.18,1.24,0.18,3.98,0.04,0.18,0.09,4.03,0,16.60,0.09,0.09,0.71,0,0.27,0.89,4.21,0,4.47,0.49,1.33,1.73,0,2.48,0.53,0.31,0.53,6.24,0.09,0,0.27,0,2.70,0.31,0.27,0.04,0.04,0.71,0.31,0.75,1.06,0,4.12,0.09,4.07,10.23,0.31,0.04,0,0.09,0,0.13,2.04,
S7WW,3020,3.73,208,0.30,0.50,3.51,0,0,0.17,0.26,0.07,5.79,1.36,0.96,0.73,0.30,0.63,0.43,4.57,0.83,0.07,0,5.50,0.13,18.58,0.40,0.07,0.50,0.03,0.26,0.23,5.46,0,3.58,0.36,0.83,0.60,0,1.82,1.03,0.53,0.17,6.66,0.03,0.07,0.30,0,2.68,0.20,0.23,0.13,0,0.43,0.03,0.53,0.73,0.03,1.82,0.07,2.48,9.70,0.17,0,0.43,0,0,0.17,1.79,
S7WY,6821,3.59,149,0.09,1.11,2.65,0.01,0.65,0.12,0.45,0.04,5.69,0.76,0.70,0.34,0.19,2.18,0.15,7.74,0.18,0.23,0.03,4.05,0.28,13.15,0.43,0.18,0.21,0.04,0.32,0.41,4.38,0.01,2.51,0.16,1.01,1.30,0.06,2.38,0.76,0.97,0.76,6.38,0.01,0.03,0.44,0.03,2.27,0.37,0.22,0.09,0.01,0.84,0.15,0.32,1.41,0.04,4.30,0.13,5.09,8.87,0.21,0.04,0.10,0.03,0,0.01,2.76,
S7Z8,3261,3.84,153,0.21,0.58,3.25,0,0.21,0.15,0.64,0.03,4.81,1.35,1.29,0.34,0.18,1.93,0.18,4.66,0.28,0.34,0.06,3.93,0.18,17.72,0.83,0.12,0.49,0.06,0.25,0.15,5.67,0,2.85,0.09,1.17,1.35,0,2.05,1.32,0.46,0.92,5.98,0.15,0.03,0.52,0.03,3.10,0.21,0.06,0.03,0,0.77,0.12,0.55,1.35,0.12,2.79,0.03,1.93,9.60,0.06,0,0.18,0.03,0,0.09,1.66,
