"filename","cefr","Dep_Clauses_per_Clause","lexical_density_types","B1","wpm","B2"
"A1_a_good_nights_sleep","A1",0.233333333,0.728971963,4.34782608695652,110.973451327434,0.483091787439614
"A1_a_request_from_your_boss","A1",0.076923077,0.642857143,2.35294117647059,135,1.17647058823529
"A1_a_voicemail_message","A1",0.1875,0.666666667,0.709219858156028,103.235294117647,2.12765957446809
"A1_A2_episode_01_they_meet","A1",0,0.614035088,0.769230769230769,49.390243902439,0
"A1_A2_episode_02_toms_party","A1",0.035714286,0.53968254,3.2258064516129,57.2,0
"A1_A2_episode_03_what_do_you_doing","A1",0.066666667,0.653846154,1.49700598802395,91.9650655021834,0
"A1_A2_episode_04_where_are_you","A1",0.06122449,0.573033708,2.81124497991968,74.9268292682927,0
"A1_A2_episode_05_speaking_or_eating","A1",0.034482759,0.62295082,0.986842105263158,71.82156133829,0
"A1_A2_episode_06_ill_pay","A1",0.041666667,0.62,1.58730158730159,86.3333333333333,1.19047619047619
"A1_A2_episode_07_race","A1",0.045454545,0.647619048,7.25806451612903,87.2093023255814,0.806451612903226
"A1_A2_episode_08_brown_bread","A1",0.019607843,0.615384615,0.381679389312977,69.0376569037657,0
"A1_A2_episode_09_family_photos","A1",0,0.597222222,1.57068062827225,72.2981366459627,0
"A1_A2_episode_10_sportsman","A1",0.102564103,0.644628099,0.497512437810945,97.4703557312253,0.248756218905473
"A1_A2_episode_11_what_time_it","A1",0.038461538,0.538461538,2.94117647058824,79.0697674418605,0
"A1_A2_episode_12_old_friend","A1",0.063492063,0.677966102,0.623052959501558,99.4029850746269,0
"A1_A2_episode_13_horoscopes","A1",0.047619048,0.669642857,4.61538461538462,88.6666666666667,1.53846153846154
"A1_A2_episode_14_can_you_speak_french","A1",0.072727273,0.726495726,2.02020202020202,113.164556962025,0
"A1_A2_episode_15_there_campsite","A1",0.033333333,0.708955224,5.21739130434783,102.692307692308,0
"A1_at_the_library_giving_personal_information","A1",0,0.555555556,0,83.75,0
"A1_band_auditions","A1",0,0.6875,0.636942675159236,86.5486725663717,1.27388535031847
"A1_booking_a_table","A1",0.060606061,0.602272727,1.46341463414634,117.142857142857,0
"A1_business_cards","A1",0.260869565,0.702380952,4.69798657718121,137.538461538462,2.68456375838926
"A1_describing_people","A1",0.15,0.637931034,0.91743119266055,82.6829268292683,0
"A1_finding_the_library","A1",0.028571429,0.650485437,5.16431924882629,120.555555555556,0.469483568075117
"A1_first_day_at_school","A1",0,0.53125,0,101.818181818182,0
"A1_getting_an_ID_card","A1",0.055555556,0.677419355,0,49.1729323308271,0
"A1_interview_with_a_swimmer","A1",0,0.602409639,2.59067357512953,134.651162790698,0
"A1_introducing_a_friend","A1",0,0.631578947,0,104.516129032258,0
"A1_inviting_someone_to_the_cinema","A1",0.037037037,0.597560976,2.56410256410256,121.538461538462,0
"A1_meeting_a_new_team_member","A1",0.085714286,0.6625,2.16216216216216,160.869565217391,1.62162162162162
"A1_meeting_other_students","A1",0.068965517,0.632183908,1.20481927710843,127.594936708861,1.20481927710843
"A1_meeting_people_at_dinner","A1",0,0.62,0,108.421052631579,0
"A1_online_safety_conversation","A1",0.102564103,0.670731707,9.04522613065327,106.194690265487,0
"A1_ordering_food_in_a_cafe","A1",0,0.5,0,85.3125,0
"A1_ordering_in_a_cafe","A1",0.114285714,0.542553191,0,122.448979591837,1.99004975124378
"A1_organising_a_group_project","A1",0.107142857,0.6,0.975609756097561,144.705882352941,1.95121951219512
"A1_shopping_for_clothes","A1",0.052631579,0.58490566,3.79746835443038,96.734693877551,0
"A1_study_tips","A1",0.115384615,0.641025641,0.578034682080925,119.310344827586,0
"A1_the_first_english_class","A1",0.166666667,0.663636364,1.14068441064639,108.671328671329,0
"A1Movers_1_1","A1",0.0625,0.675,0,108.75,0
"A1Movers_1_2","A1",0.028571429,0.640449438,1,109.54128440367,0
"A1Movers_1_3","A1",0,0.708661417,1.08303249097473,137.355371900826,0
"A1Movers_1_4","A1",0.027027027,0.634782609,1.78571428571429,118.421052631579,1.33928571428571
"A1Movers_1_5","A1",0.057142857,0.644444444,0,120.540540540541,0
"A1Movers_2_1","A1",0.105263158,0.712871287,0.888888888888889,120.535714285714,0
"A1Movers_2_2","A1",0.25,0.611764706,0.45662100456621,114.310344827586,0
"A1Movers_2_3","A1",0,0.697478992,1.171875,134.736842105263,0.78125
"A1Movers_2_4","A1",0.047619048,0.734375,0.775193798449612,121.40625,0.387596899224806
"A1Movers_2_5","A1",0.114285714,0.693181818,0.434782608695652,92.6174496644295,0.434782608695652
"A1PreStarters_1_1","A1",0,0.692307692,0,106.981132075472,0
"A1PreStarters_1_2","A1",0.027027027,0.605633803,0,96.969696969697,0
"A1PreStarters_1_3","A1",0,0.674157303,0.571428571428571,117.977528089888,0
"A1PreStarters_1_4","A1",0,0.642857143,0,129.782608695652,0
"A1PreStarters_2_1","A1",0,0.653846154,0.574712643678161,88.2352941176471,0
"A1PreStarters_2_2","A1",0,0.605263158,0,87.5806451612903,0
"A1PreStarters_2_3","A1",0,0.657407407,0,101.311475409836,1.47058823529412
"A1PreStarters_2_4","A1",0,0.649122807,7.14285714285714,94.1379310344828,0
"A2_a_morning_briefing","A2",0.28125,0.688405797,4.34782608695652,129.5,2.37154150197628
"A2_an_invitation_to_a_party","A2",0.111111111,0.672566372,1.0752688172043,135.483870967742,0
"A2_B1_one_day_i_will_lagos","A2",0,0.666666667,3.6036036036036,112,1.8018018018018
"A2_B1_podcasts_episode_02","A2",0.21880651,0.854809437,1.03064066852368,154.279661016949,0.417827298050139
"A2_B1_podcasts_episode_03","A2",0.236070381,0.842696629,1.94500335345406,156.138728323699,0.290632684998882
"A2_B1_podcasts_episode_04","A2",0.2176,0.851674641,2.27547809247156,155.529265255293,0.629387557492133
"A2_B1_podcasts_episode_05","A2",0.228177642,0.847113885,1.72179429089261,152.326111744584,0.362483008608971
"A2_B1_podcasts_episode_06","A2",0.217201166,0.844476744,1.8785495849716,144.265159301131,0.72083879423329
"A2_B1_podcasts_episode_07","A2",0.25037037,0.858600583,1.9103934500796,149.480156512018,0.6367978166932
